date,doc_number,seq,item,kind,motion,note,theme,neighborhood,url,Morillo,Avalos,Ryan,Pirtle-Guiney,Zimmerman,Dunphy,Smith,Green,Clark,Kanal,Novick,Koyama Lane
2026-02-05,2025-471,1,"Add Appointed Boards, Commissions and Committees Code (add Code Chapter 3.40)",Amendment,Motion to amend Exhibit A as shown in Dunphy/Koyama Lane 1 and 2: Moved by Dunphy and seconded by Ryan.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-05,2025-471,2,"Add Appointed Boards, Commissions and Committees Code (add Code Chapter 3.40)",Amendment,Motion to amend the Ordinance as shown in Koyama Lane 3: Moved by Koyama Lane and seconded by Ryan.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-05,2025-481,1,"Direct the City Administrator to establish a City Data and Privacy Office to advance privacy protections, steward data assets, and minimize risks from data brokers, uncontrolled sharing of personal information, and secondary data use",Amendment,Motion to amend Exhibit A as shown in Novick 3: Moved by Novick and seconded by Kanal.,,Government Transparency; Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-05,2025-481,2,"Direct the City Administrator to establish a City Data and Privacy Office to advance privacy protections, steward data assets, and minimize risks from data brokers, uncontrolled sharing of personal information, and secondary data use",Amendment,Motion to amend Exhibit A as shown in Novick 3: Moved by Novick and seconded by Kanal.,,Government Transparency; Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-05,2025-481,3,"Direct the City Administrator to establish a City Data and Privacy Office to advance privacy protections, steward data assets, and minimize risks from data brokers, uncontrolled sharing of personal information, and secondary data use",Amendment,Motion to amend Exhibit A as shown in Kanal 1: Moved by Novick and seconded by Kanal.,,Government Transparency; Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-05,2026-047,1,Accept removals from Community Board for Police Accountability recommended by administration due to ineligibility and cause and appoint alternates to vacant seats,Amendment,Motion to amend the Report as shown in Dunphy 1: Moved by Dunphy and seconded by Kanal.,,Public Safety; Government Transparency,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-11,2026-047,1,Accept removals from Community Board for Police Accountability recommended by administration due to ineligibility and cause and appoint alternates to vacant seats,Amendment,Motion to amend the report as shown in Dunphy 2: Moved by Dunphy and seconded by Kanal.,,Public Safety; Government Transparency,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/11,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea
2026-02-11,2026-047,2,Accept removals from Community Board for Police Accountability recommended by administration due to ineligibility and cause and appoint alternates to vacant seats,Motion,Vote called to approve portion of report to declare Schuyler (Hugh) Halsey ineligible,,Public Safety; Government Transparency,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/11,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay
2026-02-11,2026-047,3,Accept removals from Community Board for Police Accountability recommended by administration due to ineligibility and cause and appoint alternates to vacant seats,Motion,Vote called to approve portion of report to remove Bob Weinstein for cause,,Public Safety; Government Transparency,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/11,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea
2026-02-12,2026-069,1,Appoint members to the Community Board for Police Accountability,Amendment,Motion to amend the Ordinance and replace Exhibit A as shown in Kanal 1: Moved by Kanal and seconded by Dunphy.,,Public Safety; Government Transparency,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/11,Yea,Yea,Absent,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-12,2026-042,1,Require Deputy City Administrator for Public Safety to provide a report on police officer recruitment goals and costs,Motion,"Motion to change the April 30, 2026 date in the Resolution to May 30, 2026: Moved by Novick and seconded by Kanal.",,Public Safety,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/11,Yea,Yea,Nay,Absent,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Absent
2026-02-12,2026-042,2,Require Deputy City Administrator for Public Safety to provide a report on police officer recruitment goals and costs,Motion,"Motion to change the April 30, 2026 date in the Resolution to June 1, 2026: Moved by Morillo and seconded by Novick.",,Public Safety,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/11,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea
2026-02-18,,1,Meeting business,Procedural,"Motion to recess the meeting and reconvene February 19, 2026 at 2:00 p.m.: Moved by Novick and seconded by Avalos.",,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/18,Yea,Yea,Yea,Yea,Absent,Yea,Absent,Yea,Yea,Yea,Yea,Yea
2026-02-18,2025-478,1,"Establish City Council’s priorities for the allocation of approximately $20,700,000 in unspent Rental Services Office funds and urge the Mayor to reflect these priorities in the Proposed Budget",Procedural,Vote called to postpone Item 2025-478,,Housing; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/18,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea
2026-02-18,2026-010,1,Adopt a supplemental budget for the Portland Housing Bureau for FY 2025-26,Procedural,Vote called to postpone Item 2026-010,,FY Budget; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/18,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea
2026-02-18,2026-070,1,Adopt a supplemental budget for the Portland Housing Bureau,Procedural,Vote called to postpone Item 2026-070,,FY Budget; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/18,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea
2026-02-19,2026-071,1,Amend Council Committee Code to allow for the creation of a Council Committee of the Whole (amend Code Section 3.02.050),Amendment,Motion to amend Exhibit A as shown in Kanal 1: Moved by Kanal and seconded by Clark.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/18,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea
2026-02-19,2026-072,1,Establish new City Council committees,Amendment,"Motion to amend Exhibit A as shown in Dunphy 1, 2 and 3: Moved by Dunphy and seconded by Clark.",,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/18,Absent,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea
2026-02-19,2026-072,2,Establish new City Council committees,Amendment,"Motion to amend Exhibit A to add ""Portland Clean Energy Fund"" to Section 5.a.i. under Committee of the Whole: Moved by Smith and seconded by Ryan.",,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/18,Absent,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay
2026-02-19,2026-072,3,Establish new City Council committees,Amendment,"Motion to amend the Resolution to add ""effective March 30, 2026"" to the end of the first Resolved Statement: Moved by Dunphy and seconded by Avalos.",,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/18,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-19,2026-074,1,​​Declare the City of Portland will defend the rights of transgender people and all of the LGBTQIA2S+ community​,Amendment,Motion to amend Resolution as shown in Koyama Lane 1: Moved by Koyama Lane and seconded by Ryan.,The City's minutes list Morillo as both Absent and Yea; left blank here.,Civil Rights & Equity,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/18,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea
2026-02-25,,1,Meeting business,Procedural,The consent agenda was approved on a Y-11 roll call.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/25,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-25,,1,Agenda approval,Procedural,Motion to postpone items 2026-073 and 2026-074 to next week's agenda: Moved by Pirtle-Guiney and seconded by Clark.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/25,Nay,Nay,Absent,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay
2026-02-25,,2,Agenda approval,Procedural,The agenda was approved.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/25,Yea,Yea,Absent,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea
2026-02-25,2026-073,1,​​Amend Civil Rights Code related to sexual orientation and family status definitions and amend nondiscrimination clauses (amend Code Section 14A.50.110 and Code Chapter 23.01),Procedural,Vote called to postpone Item 2026-073 to next Wednesday's meeting,,Civil Rights & Equity,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/25,Nay,Nay,Absent,Yea,Yea,Yea,Yea,Nay,Absent,Nay,Yea,Nay
2026-02-25,2026-073,2,​​Amend Civil Rights Code related to sexual orientation and family status definitions and amend nondiscrimination clauses (amend Code Section 14A.50.110 and Code Chapter 23.01),Amendment,Motion to amend Exhibit B as shown in Koyama Lane 1: Moved by Koyama Lane and seconded by Avalos.,,Civil Rights & Equity,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/25,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea
2026-02-25,2026-074,1,​​Declare the City of Portland will defend the rights of transgender people and all of the LGBTQIA2S+ community​,Procedural,Vote called to postpone Item 2026-074 to next Wednesday's meeting,,Civil Rights & Equity,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/25,Yea,Yea,Absent,Yea,Yea,Yea,Nay,Yea,Absent,Yea,Yea,Yea
2026-02-25,2026-022,1,Amend the Portland Clean Energy Community Benefit Fund Climate Investment Plan​,Motion,Motion to approve Avalos 1 to restore the funding allocation recommendations as shown in Exhibit A as proposed by the PCEF committee and submitted by the Bureau of Planning and Sustainability: Moved by Avalos and seconded by Green.,,Environment & Energy; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/25,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Nay,Yea
2026-03-04,,1,Meeting business,Procedural,Item 2026-079 was pulled from the consent agenda and on a Y-12 roll call the balance of the consent agenda was approved,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-03-04,,1,Agenda approval,Procedural,"Motion to reorder agenda to hear items 2026-080, 2026-073, and 2026-074 next: Moved by Pirtle-Guiney and seconded by Green.",,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea
2026-03-04,2026-022,1,Amend the Portland Clean Energy Community Benefit Fund Climate Investment Plan​,Amendment,Motion to amend Exhibit A to delete pages 9-11 to restore Strategic Program 14: Moved by Green and seconded by Morillo.,,Environment & Energy; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/4,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea
2026-03-04,2026-053,1,"Amend the FY 2025–26 Appropriation Schedule to reallocate $150,000 from the Legal Priorities Reserve Fund to support refugee and immigration legal services",Amendment,Motion to amend the Ordinance and Exhibit A as shown in Avalos 1: Moved by Avalos and seconded by Morillo.,,Civil Rights & Equity; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/4,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea
2026-03-11,2026-055,1,Amend Campaign Finance Code to maintain enforcement of voter-approved regulations following court order (amend Code Chapter 2.10),Amendment,Motion to amend Exhibit A as shown in Morillo 1: Moved by Morillo and seconded by Kanal.,,Government Transparency,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/11,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea
2026-03-11,2026-055,2,Amend Campaign Finance Code to maintain enforcement of voter-approved regulations following court order (amend Code Chapter 2.10),Amendment,Motion to amend Exhibit A as shown in Kanal 1: Moved by Kanal and seconded by Avalos.,,Government Transparency,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/11,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea
2026-03-18,2026-112,1,Amend Council schedule during FY 2026-27 budget process,Amendment,Motion to amend the Ordinance as shown in Dunphy 1: Moved by Dunphy and seconded by Ryan.,,FY Budget; Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/18,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea
2026-03-18,2026-039,1,"Amend Chronic Nuisance Property Code to address human trafficking, gun violence, and administrative challenges (amend Code Chapter 14B.60)",Procedural,Motion to refer the item to the Community and Public Safety Committee: Moved by Kanal and seconded by Avalos.,,Public Safety,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/18,Yea,Yea,Nay,Nay,Absent,Nay,Absent,Yea,Nay,Yea,Nay,Nay
2026-04-01,,1,Meeting business,Procedural,The consent agenda was approved on a Y-11 roll call.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/1,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea
2026-04-01,,1,Agenda approval,Motion,Motion to move Item 2026-056 to the April 1 session after Item 2026-077: Moved by Pirtle-Guiney and seconded by Ryan.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/1,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Absent,Nay
2026-04-01,2026-077,1,Amend Business License Law Code to increase the business license tax gross receipts exemption (amend Code Section 7.02.400),Amendment,Motion to amend the Ordinance as shown in Zimmerman 1: Moved by Zimmerman and seconded by Green.,,Budget & Taxes; Economic Development,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/1,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea
2026-04-02,2026-078,1,Amend Office of the City Attorney Code to authorize payment of costs for City employees facing certain criminal or civil proceedings (amend Code Section 3.10.020),Amendment,Motion to amend the Ordinance to add an emergency clause due to the urgent need to have protections in place due to the posture of the federal government: Moved by Koyama Lane and seconded by Ryan.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/1,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea
2026-04-08,,1,Meeting business,Procedural,The consent agenda was approved on a Y-10 roll call.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea
2026-04-08,2026-120,1,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend Smith 1 as shown in Ryan 1: Moved by Ryan and seconded by Smith.,,FY Budget; Budget & Taxes; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay
2026-04-08,2026-120,2,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend Exhibit 1 as shown in Smith 1: Moved by Smith and seconded by Pirtle-Guiney.,,FY Budget; Budget & Taxes; Housing; Homelessness,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay
2026-04-08,2026-120,3,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Procedural,Motion to call the question on Smith 2: Moved by Morillo and seconded by Koyama Lane.,,FY Budget; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea
2026-04-08,2026-120,4,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend the Ordinance as described in Smith 2: Moved by Smith and seconded by Zimmerman.,,FY Budget; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Absent,Nay,Nay,Nay
2026-04-08,2026-120,5,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Procedural,Motion to limit debate to those in the queue: Moved by Kanal and seconded by Morillo.,,FY Budget; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Absent,Yea,Nay,Yea
2026-04-08,2026-120,6,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend Avalos/Dunphy/Green/Morillo 1 as shown in Pirtle-Guiney 2: Moved by Pirtle-Guiney and seconded by Smith.,,FY Budget; Budget & Taxes; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Nay,Nay,Yea,Yea,Absent,Yea,Yea,Nay,Absent,Yea,Yea,Yea
2026-04-08,2026-120,7,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend Avalos/Dunphy/Green/Morillo 1 as shown in Pirtle-Guiney 1: Moved by Pirtle-Guiney and seconded by Ryan.,,FY Budget; Budget & Taxes; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Nay,Nay,Yea,Yea,Absent,Nay,Yea,Nay,Yea,Nay,Nay,Nay
2026-04-08,2026-120,8,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend Avalos/Dunphy/Green/Morillo 1 as shown in Pirtle-Guiney 4: Moved by Pirtle-Guiney and seconded by Novick.,,FY Budget; Budget & Taxes; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay
2026-04-08,2026-120,9,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend Avalos/Dunphy/Green/Morillo 1 as shown in Pirtle-Guiney 3: Moved by Pirtle-Guiney and seconded by Smith.,,FY Budget; Budget & Taxes; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay
2026-04-08,2026-120,10,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend Avalos/Dunphy/Green/Morillo 1 as shown in Zimmerman 1: Moved by Zimmerman and seconded by Clark.,,FY Budget; Budget & Taxes; Housing; Economic Development,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea
2026-04-08,2026-120,11,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend Avalos/Dunphy/Green/Morillo 1 as shown in Kanal 1: Moved by Kanal and seconded by Smith.,,FY Budget; Budget & Taxes; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay
2026-04-08,2026-120,12,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend Exhibit 1 as shown in Avalos/Dunphy/Green/Morrillo 1 as amended: Moved by Avalos and seconded by Morillo.,,FY Budget; Budget & Taxes; Housing; Homelessness,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/8,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea
2026-04-15,,1,Meeting business,Procedural,The consent agenda was approved on a Y-11 roll call.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/15,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea
2026-04-15,2026-120,1,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend Avalos/Dunphy/Green/Morillo 1 as shown in Ryan 2: Moved by Ryan and seconded by Novick.,,FY Budget; Budget & Taxes; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/15,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Absent,Yea,Nay
2026-04-15,2026-120,2,Adopt the FY 2025-26 Technical Adjustment Ordinance and make other budget-related changes,Amendment,Motion to amend Avalos/Dunphy/Green/Morillo 1 as shown in Smith 3: Moved by Smith and seconded by Pirtle-Guiney.,,FY Budget; Budget & Taxes; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/15,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Absent,Yea,Nay
2026-04-15,2026-106,1,Direct City Administrator to develop accelerated timeline for the Inner Eastside Area Planning Project and identify future area planning and zoning actions to advance housing production goals,Amendment,Motion to amend the Resolution as shown in Novick 1: Moved by Novick and seconded by Pirtle-Guiney.,,Land Use & Planning; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/15,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea
2026-04-15,2026-106,2,Direct City Administrator to develop accelerated timeline for the Inner Eastside Area Planning Project and identify future area planning and zoning actions to advance housing production goals,Amendment,Motion to amend the Resolution as shown in Ryan 1: Moved by Ryan and seconded by Clark.,,Land Use & Planning; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/15,Nay,Nay,Yea,Yea,Yea,Yea,Absent,Nay,Yea,Yea,Yea,Nay
2026-04-16,2026-126,1,Add Code to establish the Portland Committee on Community-Engaged Policing (add Code Chapter 3.23),Amendment,"Motion to amend Subsection 3.23.030 A. in Exhibit A to change ""ages 15 to 25"" to ""ages 15 to 23"": Moved by Zimmerman and seconded by Smith.",,Public Safety; Government Transparency,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/15,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Absent
2026-04-22,,1,Meeting business,Procedural,The consent agenda was approved on a Y-11 roll call.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/21,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-04-22,2026-056,1,Amend Council Organization and Procedure Code (amend Code Chapter 3.02),Amendment,Motion to amend Exhibit A as shown in Avalos/Kanal 1: Moved by Avalos and seconded by Kanal.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/21,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Absent,Nay,Yea,Nay,Yea
2026-04-22,2026-056,2,Amend Council Organization and Procedure Code (amend Code Chapter 3.02),Amendment,Motion to amend Exhibit A as shown in Kanal 2: Moved by Kanal and seconded by Morillo.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/21,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea
2026-04-23,2026-144,1,"Consider appeal by Pleasant Valley Neighborhood Association against the Hearings Officer’s decision to approve with conditions a Planned Development, Land Division and Environmental Review for the creation of 12 single-dwelling lots and 1 multi-dwelling lot in the Pleasant Valley Neighborhood (LU 23-003731 LDS EN PD)",Motion,"Motion to tentatively deny appeal and uphold the Hearings Officer's decision and conditions of approval, with revised findings: Moved by Green and seconded by Ryan.",,Land Use & Planning; Housing,Pleasant Valley,https://www.portland.gov/council/agenda/2026/4/21,Yea,Absent,Yea,Yea,Yea,Nay,Absent,Yea,Absent,Yea,Yea,Yea
2026-04-23,2026-056,1,Amend Council Organization and Procedure Code (amend Code Chapter 3.02),Motion,Vote called on Koyama Lane 1 paragraphs 3 and 4.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/21,Yea,Yea,Nay,Yea,Nay,Yea,Absent,Yea,Absent,Yea,Yea,Yea
2026-04-23,2026-056,2,Amend Council Organization and Procedure Code (amend Code Chapter 3.02),Amendment,"Motion to amend Koyama Lane 1 paragraphs 1 and 2 to add the following to paragraph 2, ""The Presiding Officer may allow a simple, readily understandable amendment to be made from the dais if the Presiding Officer has reason to believe that the amendment will enable the Council to move the item forward without unnecessary delay. The ruling of the Presiding Officer may be appealed"": Moved by Novick and seconded by Koyama Lane.",,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/21,Yea,Nay,Nay,Nay,Nay,Yea,Absent,Yea,Absent,Nay,Yea,Yea
2026-04-23,2026-056,3,Amend Council Organization and Procedure Code (amend Code Chapter 3.02),Procedural,"Motion to lay on the table the ordinance, document 2026-113: Moved by Novick and seconded by Avalos.",,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/21,Yea,Yea,Nay,Nay,Nay,Nay,Absent,Nay,Absent,Yea,Yea,Yea
2026-04-23,2026-056,4,Amend Council Organization and Procedure Code (amend Code Chapter 3.02),Procedural,"Motion to refer ordinance, document 2026-113, to the Finance and Governance Committee of the Whole: Moved by Green and seconded by Kanal.",,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/21,Yea,Yea,Nay,Nay,Yea,Yea,Absent,Yea,Absent,Yea,Yea,Yea
2026-04-29,,1,Meeting business,Procedural,The consent agenda was approved on a Y-12 roll call.,,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/29,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-04-29,2026-039,1,"Amend Chronic Nuisance Property Code to address human trafficking, gun violence, and administrative challenges (amend Code Chapter 14B.60)",Motion,Vote called on Novick 3,,Public Safety,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/29,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Absent
2026-04-29,2026-039,2,"Amend Chronic Nuisance Property Code to address human trafficking, gun violence, and administrative challenges (amend Code Chapter 14B.60)",Motion,Vote called on Novick 4,,Public Safety,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/29,Yea,Yea,Nay,Yea,Nay,Yea,Absent,Yea,Nay,Yea,Yea,Absent
2026-04-29,2026-039,3,"Amend Chronic Nuisance Property Code to address human trafficking, gun violence, and administrative challenges (amend Code Chapter 14B.60)",Motion,Vote called on Novick 5,,Public Safety,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/29,Yea,Nay,Yea,Yea,Nay,Yea,Absent,Yea,Yea,Nay,Yea,Absent
2026-04-29,2026-039,4,"Amend Chronic Nuisance Property Code to address human trafficking, gun violence, and administrative challenges (amend Code Chapter 14B.60)",Motion,Vote called on Novick 6,,Public Safety,Not specified in agenda,https://www.portland.gov/council/agenda/2026/4/29,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent
